timestamps,,,,,Marker
1490136717.079,-150.312,72.311,87.162,-260.903,0
1490136717.079,-33.663,193.093,191.833,88.914,0
1490136717.086,-73.949,137.365,202.209,232.476,0
1490136717.086,-185.204,54.354,71.215,-209.535,0
1490136717.094,-76.000,139.532,140.502,-78.057,0
1490136717.094,-44.067,179.147,223.197,286.158,0
1490136717.109,-164.948,50.707,98.075,-70.280,0
1490136717.109,-115.913,101.344,106.780,-217.053,0
1490136717.109,-20.173,171.929,213.919,228.528,0
1490136717.109,-132.707,86.293,139.442,93.297,0
1490136717.124,-147.954,53.385,71.750,-251.570,0
1490136717.124,-33.777,174.762,184.371,99.186,0
1490136717.139,-81.954,144.356,189.000,227.186,0
1490136717.139,-183.062,47.878,74.607,-208.707,0
1490136717.139,-77.700,157.137,135.947,-85.924,0
1490136717.139,-35.752,167.159,210.770,276.530,0
1490136717.154,-184.562,43.069,94.305,-92.475,0
1490136717.154,-101.497,115.015,111.111,-208.314,0
1490136717.169,-19.520,180.895,223.777,230.344,0
1490136717.169,-127.761,74.323,141.697,92.046,0
1490136717.169,-153.356,59.906,58.357,-258.001,0
1490136717.169,-19.339,181.787,194.353,95.818,0
1490136717.184,-75.078,143.016,173.657,224.203,0
1490136717.184,-178.102,53.651,72.926,-209.367,0
1490136717.199,-63.685,145.800,148.803,-69.613,0
1490136717.199,-44.939,168.552,222.279,280.923,0
1490136717.199,-176.452,39.200,99.057,-83.748,0
1490136717.199,-110.983,103.599,109.501,-207.404,0
1490136717.214,-19.208,187.827,212.058,229.561,0
1490136717.214,-124.763,86.741,141.767,90.126,0
1490136717.229,-150.995,60.749,76.576,-263.167,0
1490136717.229,-31.282,174.691,191.483,93.681,0
1490136717.229,-84.931,122.571,187.653,227.167,0
1490136717.229,-172.404,46.622,77.569,-210.674,0
1490136717.244,-68.665,153.012,141.838,-86.713,0
1490136717.244,-44.327,166.695,219.570,279.391,0
1490136717.259,-169.524,42.055,86.418,-81.558,0
1490136717.259,-110.937,87.052,104.513,-206.691,0
1490136717.259,-24.120,180.469,217.812,232.678,0
1490136717.259,-136.867,100.274,149.271,102.754,0
1490136717.274,-151.120,55.100,72.655,-263.237,0
1490136717.274,-39.778,168.219,182.501,99.188,0
1490136717.289,-82.487,130.794,184.852,226.040,0
1490136717.289,-169.302,30.594,76.141,-203.035,0
1490136717.289,-75.215,164.440,144.803,-72.814,0
1490136717.289,-40.574,166.786,212.815,281.682,0
1490136717.304,-170.981,43.269,100.222,-68.593,0
1490136717.304,-117.842,103.045,104.581,-204.726,0
1490136717.319,-28.491,192.154,215.463,224.179,0
1490136717.319,-136.046,70.159,140.239,92.112,0
1490136717.319,-147.935,57.686,77.723,-261.107,0
1490136717.319,-34.574,181.164,195.864,101.602,0
1490136717.334,-89.056,127.377,191.406,229.381,0
1490136717.334,-167.202,46.158,79.329,-212.050,0
1490136717.349,-78.916,127.813,142.191,-79.439,0
1490136717.349,-41.907,184.515,214.264,286.003,0
1490136717.349,-161.730,47.295,92.097,-85.085,0
1490136717.349,-105.114,103.754,98.490,-213.872,0
1490136717.370,-24.573,173.270,211.598,229.174,0
1490136717.370,-113.642,83.878,144.725,90.479,0
1490136717.378,-152.291,66.761,75.574,-263.824,0
1490136717.379,-37.040,173.930,190.757,92.467,0
1490136717.379,-85.075,123.243,183.614,229.166,0
1490136717.379,-170.278,47.753,70.811,-210.620,0
1490136717.394,-75.136,146.555,139.878,-77.466,0
1490136717.394,-35.862,169.408,191.083,283.787,0
1490136717.408,-177.754,32.206,100.802,-87.136,0
1490136717.408,-127.491,99.332,105.882,-204.206,0
1490136717.409,-23.965,182.606,213.376,226.520,0
1490136717.409,-119.202,86.797,149.054,91.506,0
1490136717.424,-146.634,61.389,70.972,-257.101,0
1490136717.424,-26.234,168.071,191.631,97.540,0
1490136717.439,-71.950,138.896,200.474,228.719,0
1490136717.439,-172.632,30.144,75.101,-205.001,0
1490136717.439,-62.714,163.675,154.733,-71.133,0
1490136717.439,-35.774,177.840,217.131,281.396,0
1490136717.454,-169.389,51.323,98.954,-82.272,0
1490136717.454,-123.024,103.455,102.400,-213.311,0
1490136717.469,-27.599,181.026,215.254,228.844,0
1490136717.469,-135.558,80.621,139.644,90.659,0
1490136717.469,-151.782,51.715,78.699,-259.897,0
1490136717.469,-35.761,182.038,188.732,104.270,0
1490136717.484,-74.170,125.255,188.605,226.918,0
1490136717.484,-178.169,31.963,76.352,-207.785,0
1490136717.499,-76.434,141.727,136.678,-75.522,0
1490136717.499,-39.011,152.709,215.155,280.163,0
1490136717.499,-173.629,48.860,96.001,-80.715,0
1490136717.499,-108.422,97.136,99.062,-208.993,0
1490136717.514,-31.195,186.384,208.520,229.736,0
1490136717.514,-136.147,90.840,135.222,89.348,0
1490136717.529,-148.743,68.038,80.743,-263.597,0
1490136717.529,-31.828,181.856,188.973,103.603,0
1490136717.529,-70.809,147.247,194.548,230.021,0
1490136717.529,-181.596,45.806,72.642,-217.058,0
1490136717.544,-60.949,148.525,149.345,-72.270,0
1490136717.544,-28.253,171.321,212.297,288.292,0
1490136717.558,-156.330,41.449,92.953,-85.859,0
1490136717.559,-111.875,99.016,103.008,-209.904,0
1490136717.559,-24.973,167.944,208.030,227.124,0
1490136717.559,-128.546,78.807,135.495,89.088,0
1490136717.574,-165.807,72.520,72.803,-256.030,0
1490136717.574,-52.478,180.400,180.532,99.666,0
1490136717.588,-70.063,129.470,187.865,228.478,0
1490136717.589,-162.001,33.149,76.232,-210.093,0
1490136717.589,-70.233,128.495,149.962,-71.460,0
1490136717.589,-33.992,180.553,225.163,283.791,0
1490136717.604,-171.269,43.041,97.957,-90.326,0
1490136717.604,-105.347,108.195,97.153,-206.585,0
1490136717.618,-14.907,189.087,214.622,225.682,0
1490136717.618,-135.889,85.085,143.702,89.730,0
1490136717.619,-151.526,60.573,55.231,-263.538,0
1490136717.619,-45.625,179.220,198.931,99.257,0
1490136717.634,-74.351,129.419,189.151,224.818,0
1490136717.634,-164.640,52.190,81.184,-203.583,0
1490136717.649,-66.379,151.576,141.544,-69.846,0
1490136717.649,-44.952,167.174,209.466,279.238,0
1490136717.649,-167.591,38.723,102.625,-80.825,0
1490136717.649,-95.861,103.470,106.378,-201.841,0
1490136717.664,-23.253,192.115,206.721,230.449,0
1490136717.664,-123.635,70.157,138.868,85.853,0
1490136717.678,-154.938,51.861,72.171,-249.081,0
1490136717.679,-28.158,177.441,191.483,98.915,0
1490136717.679,-81.736,150.675,194.054,222.326,0
1490136717.679,-158.740,59.175,80.705,-215.078,0
1490136717.694,-69.949,148.317,139.517,-67.623,0
1490136717.694,-42.736,166.375,208.516,281.682,0
1490136717.709,-166.156,48.377,100.186,-83.108,0
1490136717.709,-101.518,94.275,104.149,-204.161,0
1490136717.709,-39.882,195.139,213.666,226.801,0
1490136717.709,-134.457,85.821,142.122,86.779,0
1490136717.724,-139.495,69.949,81.550,-266.941,0
1490136717.724,-28.489,179.571,190.597,103.240,0
1490136717.739,-83.843,130.167,191.530,226.397,0
1490136717.739,-182.300,43.704,77.739,-207.596,0
1490136717.739,-55.781,143.599,136.959,-66.806,0
1490136717.739,-44.297,139.758,218.161,285.525,0
1490136717.754,-173.881,45.789,94.932,-91.618,0
1490136717.754,-123.346,119.834,101.430,-209.481,0
1490136717.769,-22.677,195.423,211.598,224.600,0
1490136717.769,-127.308,83.592,134.399,78.179,0
1490136717.769,-149.467,57.484,70.099,-257.563,0
1490136717.769,-27.653,184.325,192.889,103.204,0
1490136717.784,-73.162,135.113,196.068,230.971,0
1490136717.784,-186.986,39.334,67.135,-223.106,0
1490136717.784,-65.100,141.219,138.303,-67.468,0
1490136717.799,-45.928,174.386,213.006,285.061,0
1490136717.799,-173.731,37.898,92.828,-85.623,0
1490136717.814,-98.771,99.522,108.388,-201.564,0
1490136717.814,-17.875,178.937,215.605,228.867,0
1490136717.821,-131.336,82.310,141.518,78.560,0
1490136717.821,-151.924,43.583,71.413,-266.382,0
1490136717.829,-38.095,182.088,188.175,102.363,0
1490136717.829,-80.860,132.938,172.090,233.377,0
1490136717.844,-177.282,61.069,85.324,-206.211,0
1490136717.844,-59.006,156.431,147.225,-69.680,0
1490136717.844,-42.998,175.970,224.695,285.564,0
1490136717.844,-169.784,43.832,101.978,-88.366,0
1490136717.859,-114.054,89.718,102.881,-209.468,0
1490136717.859,-36.569,168.905,202.940,225.911,0
1490136717.874,-149.779,57.531,138.741,89.797,1
1490136717.874,-167.129,58.883,68.225,-272.607,0
1490136717.874,-46.433,164.399,189.860,97.529,0
1490136717.874,-86.861,102.518,174.074,211.856,0
1490136717.889,-173.571,43.888,65.740,-223.147,0
1490136717.889,-73.661,138.509,133.299,-71.821,0
1490136717.903,-60.435,157.461,206.308,278.052,0
1490136717.904,-172.250,30.361,101.138,-85.227,0
1490136717.904,-105.383,108.362,116.096,-194.432,0
1490136717.904,-16.667,215.190,229.761,244.167,0
1490136717.933,-98.234,100.656,157.405,101.564,0
1490136717.934,-116.877,89.709,89.926,-265.245,0
1490136717.934,-6.335,204.477,195.228,114.690,0
1490136717.934,-64.461,142.859,194.869,230.262,0
1490136717.937,-161.253,71.516,86.753,-205.489,0
1490136717.937,-50.760,153.923,147.004,-66.505,0
1490136717.949,-30.978,166.169,199.511,283.511,0
1490136717.949,-174.317,27.232,101.424,-92.331,0
1490136717.963,-118.276,103.221,113.944,-204.195,0
1490136717.964,-49.131,163.907,207.817,224.983,0
1490136717.964,-142.831,82.957,138.094,82.549,0
1490136717.964,-138.689,71.898,80.155,-262.102,0
1490136717.979,-23.191,172.241,198.817,112.545,0
1490136717.979,-63.982,129.621,192.399,224.321,0
1490136717.994,-151.230,75.759,76.522,-206.242,0
1490136717.994,-28.952,192.296,157.620,-50.118,0
1490136717.995,-6.362,206.218,235.419,303.364,0
1490136717.995,-115.600,99.122,119.486,-67.881,0
1490136718.009,-27.419,166.573,138.135,-169.150,0
1490136718.009,72.737,272.418,263.098,280.126,0
1490136718.023,-13.063,209.562,185.978,142.348,0
1490136718.023,-2.556,216.643,169.242,-185.996,0
1490136718.024,149.218,344.404,282.940,188.822,0
1490136718.024,96.680,291.589,269.103,301.586,0
1490136718.039,-38.379,169.081,140.951,-161.784,0
1490136718.039,11.124,229.905,177.122,-41.672,0
1490136718.053,4.968,218.348,229.781,291.596,0
1490136718.054,-148.973,60.139,98.975,-80.584,0
1490136718.054,-92.020,101.071,98.728,-205.680,0
1490136718.054,-33.983,166.895,195.058,219.878,0
1490136718.069,-149.549,42.925,117.422,60.012,0
1490136718.069,-213.700,4.321,52.216,-272.274,0
1490136718.083,-86.766,143.578,171.585,78.729,0
1490136718.084,-125.208,98.722,149.703,188.762,0
1490136718.084,-215.874,5.853,38.396,-242.916,0
1490136718.084,-97.112,105.325,118.226,-104.268,0
1490136718.099,-73.927,124.946,174.461,245.646,0
1490136718.099,-220.979,13.748,48.142,-125.950,0
1490136718.114,-164.928,76.187,64.326,-242.359,0
1490136718.114,-73.392,147.371,182.157,201.517,0
1490136718.114,-176.325,20.562,102.191,48.761,0
1490136718.114,-200.062,23.604,41.365,-303.534,0
1490136718.129,-63.101,160.898,153.807,69.796,0
1490136718.129,-127.158,102.799,151.709,192.706,0
1490136718.143,-216.613,-11.534,27.810,-239.346,0
1490136718.143,-109.070,118.501,138.692,-89.644,0
1490136718.144,-40.815,166.059,212.355,281.887,0
1490136718.144,-187.984,28.468,94.253,-95.453,0
1490136718.159,-142.247,77.874,97.961,-212.172,0
1490136718.159,-25.575,187.193,219.181,233.675,0
1490136718.173,-157.897,80.213,128.858,77.205,0
1490136718.174,-183.571,37.377,62.531,-277.992,0
1490136718.174,-65.213,151.378,180.246,85.202,0
1490136718.174,-90.386,123.950,182.141,211.276,0
1490136718.189,-221.301,-6.726,39.994,-235.956,0
1490136718.189,-111.814,105.559,125.670,-81.212,0
1490136718.204,-75.090,140.394,217.883,282.981,0
1490136718.204,-220.665,-2.171,68.552,-108.021,0
1490136718.204,-146.722,71.253,73.712,-228.510,0
1490136718.204,-29.972,176.996,201.977,231.713,0
1490136718.219,-150.983,67.200,130.968,74.880,0
1490136718.219,-200.518,12.459,68.358,-270.133,0
1490136718.233,-45.703,163.815,189.663,111.111,0
1490136718.234,-84.714,90.274,188.321,223.956,0
1490136718.234,-191.425,39.770,66.456,-228.684,0
1490136718.234,-84.215,155.380,142.045,-80.701,0
1490136718.249,-38.403,162.035,196.175,283.425,0
1490136718.249,-209.272,-14.874,91.240,-102.208,0
1490136718.264,-154.937,107.726,93.980,-216.596,0
1490136718.264,-26.020,190.623,200.748,241.323,0
1490136718.264,-139.403,58.829,134.960,76.995,0
1490136718.264,-186.234,26.557,58.460,-284.582,0
1490136718.279,-69.151,139.324,198.914,106.550,0
1490136718.279,-76.952,124.342,199.110,237.979,0
1490136718.293,-199.871,33.736,62.612,-227.369,0
1490136718.294,-78.061,133.574,129.602,-80.902,0
1490136718.294,-48.368,174.622,211.149,290.820,0
1490136718.294,-179.728,30.325,106.181,-95.612,0
1490136718.309,-116.762,101.658,97.325,-209.683,0
1490136718.309,-17.263,194.604,216.795,235.479,0
1490136718.323,-147.633,31.858,150.277,89.185,0
1490136718.323,-169.758,49.550,62.666,-268.110,0
1490136718.324,-41.171,188.295,177.744,115.632,0
1490136718.324,-68.453,150.144,174.794,213.447,0
1490136718.339,-179.379,30.766,72.272,-222.109,0
1490136718.339,-85.704,111.348,138.477,-68.487,0
1490136718.353,-69.160,160.948,219.239,284.303,0
1490136718.353,-186.735,39.383,101.978,-100.005,0
1490136718.354,-110.009,104.227,101.742,-213.384,0
1490136718.354,-30.766,188.336,213.986,233.933,0
1490136718.368,-150.099,38.340,141.611,80.436,0
1490136718.369,-165.324,41.543,68.306,-268.089,0
1490136718.383,-44.725,185.587,185.983,105.312,0
1490136718.383,-94.470,127.611,190.424,221.662,0
1490136718.384,-204.064,35.232,71.241,-218.999,0
1490136718.384,-81.760,129.382,137.088,-67.251,0
1490136718.399,-51.906,141.673,211.532,293.550,0
1490136718.399,-177.054,31.660,102.327,-94.954,0
1490136718.413,-119.626,107.840,102.434,-205.764,0
1490136718.414,-13.370,198.104,228.025,243.142,0
1490136718.414,-130.268,73.659,152.599,86.796,0
1490136718.414,-140.388,56.501,79.903,-260.776,0
1490136718.429,-31.802,171.070,198.142,105.774,0
1490136718.429,-91.921,133.327,190.808,226.028,0
1490136718.444,-194.649,47.295,68.498,-225.235,0
1490136718.444,-62.726,144.078,129.348,-72.956,0
1490136718.444,-25.822,175.461,208.557,280.178,0
1490136718.444,-146.258,71.047,105.964,-81.627,0
1490136718.458,-55.799,130.053,117.231,-176.456,0
1490136718.459,8.065,212.961,235.735,263.036,0
1490136718.474,-81.049,141.761,166.738,93.129,0
1490136718.474,-117.098,107.025,90.511,-260.336,0
1490136718.481,-2.031,212.189,195.155,127.074,0
1490136718.481,-40.563,152.234,205.786,233.114,0
1490136718.488,-147.894,99.102,96.596,-209.889,0
1490136718.489,-40.082,177.006,135.418,-64.618,0
1490136718.503,-8.138,200.939,221.965,279.612,0
1490136718.503,-122.321,94.999,111.544,-88.237,0
1490136718.504,-81.259,151.301,110.598,-204.417,0
1490136718.504,2.222,220.877,212.868,238.535,0
1490136718.519,-116.846,102.284,142.827,83.572,0
1490136718.519,-158.123,92.523,78.287,-256.942,0
1490136718.533,-29.218,170.943,177.397,106.757,0
1490136718.533,-70.409,131.050,196.378,227.741,0
1490136718.534,-142.500,83.280,95.794,-207.744,0
1490136718.534,-61.076,169.939,154.635,-68.939,0
1490136718.549,-19.188,179.665,230.228,280.837,0
1490136718.549,-164.711,63.743,101.557,-104.220,0
1490136718.563,-114.819,91.790,98.101,-212.329,0
1490136718.563,-39.981,182.013,211.374,227.463,0
1490136718.564,-145.701,67.509,133.427,67.133,0
1490136718.564,-162.067,54.322,71.527,-273.486,0
1490136718.579,-34.325,161.577,187.421,109.018,0
1490136718.579,-90.517,138.019,190.022,216.725,0
1490136718.594,-187.893,28.941,72.747,-214.186,0
1490136718.594,-65.102,145.168,133.159,-76.324,0
1490136718.594,-48.473,176.110,214.238,275.883,0
1490136718.594,-183.479,62.772,100.235,-97.067,0
1490136718.609,-111.223,98.098,88.507,-203.292,0
1490136718.609,-27.642,170.822,189.822,233.119,0
1490136718.623,-129.337,78.536,154.985,75.441,0
1490136718.623,-154.536,76.217,94.313,-256.553,0
1490136718.624,-26.462,159.133,195.838,106.982,0
1490136718.624,-95.620,129.760,174.726,212.497,0
1490136718.638,-187.764,45.171,70.155,-224.491,0
1490136718.639,-67.008,145.484,148.014,-69.886,0
1490136718.653,-41.616,143.150,213.636,281.132,0
1490136718.653,-154.871,48.430,102.397,-84.342,0
1490136718.654,-104.885,122.321,105.069,-191.917,0
1490136718.654,-29.947,186.795,213.075,240.956,0
1490136718.669,-131.254,82.265,141.419,71.284,0
1490136718.669,-143.416,70.895,80.047,-248.821,0
1490136718.683,-34.082,143.844,183.921,103.498,0
1490136718.684,-89.141,124.385,186.443,208.789,0
1490136718.684,-166.126,56.334,73.162,-213.980,0
1490136718.684,-70.473,162.867,154.114,-44.823,0
1490136718.699,-43.241,156.498,216.359,289.145,0
1490136718.699,-172.993,56.489,101.263,-91.865,0
1490136718.713,-93.645,114.265,120.541,-207.091,0
1490136718.713,-10.296,192.049,225.245,230.277,0
1490136718.714,-133.167,91.046,128.007,72.906,0
1490136718.714,-151.081,66.935,78.884,-259.194,0
1490136718.729,-49.750,165.909,193.162,115.965,0
1490136718.729,-94.505,127.579,188.109,230.950,0
1490136718.743,-160.328,59.936,85.172,-206.491,0
1490136718.743,-38.551,158.604,145.951,-60.012,0
1490136718.744,-43.031,145.510,211.985,281.300,0
1490136718.744,-164.432,52.719,93.527,-87.947,0
1490136718.759,-98.690,115.574,91.504,-192.912,0
1490136718.759,-39.793,175.489,212.668,233.439,0
1490136718.773,-139.618,72.231,136.976,73.813,0
1490136718.774,-142.284,76.526,89.041,-254.446,0
1490136718.774,-26.708,154.018,198.319,113.304,0
1490136718.774,-66.467,120.288,198.781,222.623,0
1490136718.789,-162.637,70.127,81.990,-213.571,0
1490136718.796,-55.408,167.359,142.432,-68.382,0
1490136718.796,-51.382,161.435,205.567,271.928,0
1490136718.804,-169.324,46.253,102.948,-90.880,0
1490136718.804,-95.070,103.722,113.508,-197.527,0
1490136718.819,-44.221,163.263,219.431,241.188,0
1490136718.819,-118.921,82.467,128.237,75.208,0
1490136718.819,-129.988,82.280,92.959,-259.480,0
1490136718.820,-41.421,191.367,186.054,114.366,0
1490136718.834,-71.804,148.100,194.961,216.284,0
1490136718.834,-159.329,46.528,81.160,-213.049,0
1490136718.848,-62.329,155.664,138.225,-61.843,0
1490136718.848,-64.700,168.684,218.979,285.682,0
1490136718.849,-168.524,36.730,105.185,-94.913,0
1490136718.849,-113.100,109.271,111.952,-198.400,0
1490136718.864,-37.238,175.240,211.106,241.074,0
1490136718.864,-131.869,73.108,137.699,85.771,0
1490136718.878,-136.375,54.797,78.721,-267.769,0
1490136718.878,-37.681,175.796,171.906,103.982,0
1490136718.879,-72.672,133.120,195.365,228.639,0
1490136718.879,-156.049,82.003,82.098,-216.963,0
1490136718.894,-86.829,153.919,136.228,-67.122,0
1490136718.894,-58.917,168.806,220.815,282.617,0
1490136718.909,-154.894,34.633,102.724,-92.117,0
1490136718.909,-103.184,99.515,87.009,-197.100,0
1490136718.909,-33.220,184.757,205.708,232.949,0
1490136718.909,-139.324,59.934,132.529,65.532,0
1490136718.924,-143.775,43.946,78.315,-269.421,0
1490136718.924,-32.560,192.298,186.935,115.589,0
1490136718.939,-78.175,124.643,180.787,214.612,0
1490136718.939,-172.398,47.826,70.781,-226.550,0
1490136718.939,-66.224,166.790,148.274,-49.004,0
1490136718.939,-56.229,134.687,200.993,273.755,0
1490136718.955,-172.922,49.283,94.144,-99.805,0
1490136718.955,-120.707,114.441,104.431,-193.598,0
1490136718.968,-19.638,185.385,214.711,239.369,0
1490136718.968,-133.945,67.036,136.607,74.660,0
1490136718.969,-152.427,54.982,72.412,-260.491,0
1490136718.969,-42.390,173.946,188.362,107.236,0
1490136718.984,-83.959,129.558,190.626,202.628,0
1490136718.984,-173.174,37.627,81.840,-220.635,0
1490136718.998,-48.637,154.564,143.416,-57.125,0
1490136718.998,-46.863,166.811,212.628,284.431,0
1490136718.999,-168.791,68.339,104.844,-98.165,0
1490136718.999,-122.257,92.149,100.042,-201.382,0
1490136719.014,-41.384,175.966,206.130,244.053,0
1490136719.014,-133.954,76.070,142.522,69.904,0
1490136719.029,-125.163,95.657,67.844,-250.175,0
1490136719.029,-39.207,142.311,192.227,106.026,0
1490136719.029,-108.878,114.071,183.524,207.690,0
1490136719.029,-172.628,54.988,73.194,-223.502,0
1490136719.044,-68.096,155.926,148.876,-52.721,0
1490136719.044,-39.723,150.365,204.763,284.735,0
1490136719.059,-171.626,31.099,89.380,-104.697,0
1490136719.059,-106.509,114.864,109.244,-183.736,0
1490136719.059,-36.417,185.202,207.045,230.793,0
1490136719.059,-145.854,62.421,136.843,65.542,0
1490136719.074,-123.435,103.906,87.170,-257.874,0
1490136719.074,-56.916,185.852,180.302,110.407,0
1490136719.089,-87.508,119.608,181.385,213.343,0
1490136719.089,-124.047,51.863,94.219,-207.766,0
1490136719.090,-58.212,146.077,147.414,-68.135,0
1490136719.090,-45.651,178.706,208.881,277.351,0
1490136719.104,-163.200,53.101,100.424,-111.404,0
1490136719.104,-114.336,114.243,97.675,-201.711,0
1490136719.118,-28.608,183.459,213.954,245.433,0
1490136719.119,-123.658,73.689,137.477,70.424,0
1490136719.119,-144.040,66.131,81.659,-252.419,0
1490136719.119,-48.215,156.246,165.420,126.375,0
1490136719.134,-103.057,98.277,192.349,220.480,0
1490136719.134,-162.140,50.747,75.308,-223.386,0
1490136719.149,-61.935,162.347,136.802,-61.263,0
1490136719.149,-54.726,159.475,199.900,272.895,0
1490136719.149,-154.817,49.761,100.456,-96.316,0
1490136719.149,-103.747,101.104,115.312,-190.007,0
1490136719.163,-33.442,175.399,214.459,250.024,0
1490136719.164,-128.806,87.437,133.456,61.951,0
1490136719.178,-123.400,84.935,84.453,-254.115,0
1490136719.178,-30.035,171.721,196.120,119.664,0
1490136719.179,-102.406,110.379,177.574,206.757,0
1490136719.179,-179.781,26.830,72.502,-230.161,0
1490136719.193,-74.183,142.615,154.774,-52.903,0
1490136719.193,-62.767,152.921,203.181,275.582,0
1490136719.208,-188.345,27.866,103.423,-100.966,0
1490136719.209,-111.533,96.398,112.333,-200.705,0
1490136719.209,-32.253,177.204,209.763,240.586,0
1490136719.209,-162.831,61.749,135.605,58.146,0
1490136719.224,-144.721,60.624,66.690,-271.765,0
1490136719.224,-43.278,170.231,182.928,115.189,0
1490136719.238,-105.263,102.251,176.002,203.408,0
1490136719.239,-161.500,58.550,65.574,-215.547,0
1490136719.239,-63.311,158.766,160.546,-44.524,0
1490136719.239,-45.859,151.070,212.679,270.363,0
1490136719.260,-171.239,54.718,106.047,-97.969,0
1490136719.260,-106.432,121.122,113.222,-188.295,0
1490136719.268,-15.880,201.360,218.648,242.734,0
1490136719.269,-127.905,84.151,144.145,69.229,0
1490136719.269,-142.872,68.208,84.168,-255.431,0
1490136719.269,-37.951,159.292,181.258,125.778,0
1490136719.283,-79.538,111.541,182.602,212.434,0
1490136719.284,-170.826,53.976,74.744,-218.055,0
