timestamps,,,,,Marker
1490136494.637,-125.500,42.874,96.587,-118.962,0
1490136494.638,-40.524,135.723,137.316,-78.327,0
1490136494.652,18.793,185.177,238.647,318.011,0
1490136494.652,-120.896,46.820,125.051,18.576,0
1490136494.653,-84.834,91.330,104.489,-168.359,0
1490136494.653,-3.785,215.889,226.101,248.735,0
1490136494.667,-68.018,112.975,175.441,181.694,0
1490136494.668,-112.608,67.513,82.123,-211.497,0
1490136494.682,-20.684,175.844,197.175,101.157,0
1490136494.682,-21.488,136.706,224.160,291.901,0
1490136494.683,-136.779,44.529,110.918,-134.812,0
1490136494.697,-53.688,115.466,132.308,-73.528,0
1490136494.697,3.261,197.154,249.096,330.951,0
1490136494.705,-122.414,64.515,123.050,8.452,0
1490136494.705,-105.617,103.367,108.539,-181.157,0
1490136494.712,-3.463,186.006,212.664,232.676,0
1490136494.712,-62.034,99.450,168.597,180.273,0
1490136494.727,-116.502,60.925,75.267,-204.597,0
1490136494.727,-8.394,167.304,195.215,93.991,0
1490136494.728,-17.751,152.704,225.795,293.666,0
1490136494.728,-118.856,45.204,105.430,-122.596,0
1490136494.742,-49.789,121.915,146.855,-70.377,0
1490136494.742,-7.882,194.636,236.042,308.173,0
1490136494.757,-115.176,60.381,124.757,17.527,0
1490136494.757,-69.196,88.297,91.577,-173.399,0
1490136494.758,23.933,180.877,221.223,246.261,0
1490136494.758,-50.038,111.625,169.515,183.883,0
1490136494.772,-116.077,71.615,82.783,-216.039,0
1490136494.773,-4.207,189.327,195.430,98.492,0
1490136494.787,-26.606,164.427,229.577,301.432,0
1490136494.787,-146.559,64.179,98.120,-120.496,0
1490136494.788,-46.549,129.995,124.877,-69.856,0
1490136494.788,36.318,176.746,248.071,319.002,0
1490136494.802,-128.705,29.311,113.925,9.410,0
1490136494.802,-92.512,84.769,109.059,-178.532,0
1490136494.817,18.823,187.906,235.242,249.449,0
1490136494.817,-72.030,74.370,175.482,184.517,0
1490136494.818,-143.418,84.593,86.068,-209.092,0
1490136494.818,-11.584,171.372,199.688,109.602,0
1490136494.832,-13.570,151.737,222.302,293.427,0
1490136494.832,-130.562,63.446,99.397,-132.147,0
1490136494.847,-51.603,128.757,135.433,-79.271,0
1490136494.847,-1.726,179.547,238.248,308.136,0
1490136494.848,-122.398,42.072,131.373,25.310,0
1490136494.848,-96.845,94.769,111.556,-175.160,0
1490136494.862,11.756,201.063,237.573,246.250,0
1490136494.862,-58.266,119.739,178.139,187.649,0
1490136494.877,-140.450,41.324,93.026,-207.901,0
1490136494.877,11.096,193.057,191.316,99.988,0
1490136494.878,-17.492,155.374,211.820,287.067,0
1490136494.878,-146.036,22.196,89.421,-132.037,0
1490136494.892,-38.590,142.788,144.111,-69.452,0
1490136494.892,6.317,169.717,238.015,324.130,0
1490136494.907,-104.998,83.239,115.166,8.056,0
1490136494.907,-97.093,101.323,105.727,-185.327,0
1490136494.908,11.878,176.344,233.301,246.936,0
1490136494.908,-66.017,115.892,173.802,181.918,0
1490136494.922,-122.927,49.326,81.135,-206.699,0
1490136494.922,7.179,171.001,200.922,101.643,0
1490136494.937,-31.346,147.317,213.229,279.754,0
1490136494.937,-124.754,29.813,107.075,-137.406,0
1490136494.938,-49.217,161.818,143.601,-55.302,0
1490136494.938,-23.963,179.356,239.655,324.360,0
1490136494.952,-110.378,52.540,123.078,8.581,0
1490136494.952,-73.190,87.304,102.890,-177.086,0
1490136494.982,13.267,194.578,217.139,238.344,0
1490136494.982,-74.546,114.604,175.573,178.760,0
1490136494.983,-106.178,51.160,80.475,-206.405,0
1490136494.983,-7.027,158.549,205.700,102.834,0
1490136494.984,-37.953,174.827,227.550,292.109,0
1490136494.984,-120.608,48.811,80.838,-125.283,0
1490136494.984,-43.373,148.287,149.056,-86.240,0
1490136494.984,0.423,174.992,230.673,307.263,0
1490136494.997,-114.392,50.898,129.872,18.909,0
1490136494.997,-71.221,101.998,117.208,-173.169,0
1490136495.012,-0.434,197.618,219.358,247.823,0
1490136495.012,-78.538,97.460,174.319,184.039,0
1490136495.027,-126.091,47.843,88.047,-202.749,0
1490136495.027,-1.075,173.819,192.010,104.482,0
1490136495.028,-15.530,168.221,219.280,284.743,0
1490136495.028,-118.456,56.203,96.876,-135.936,0
1490136495.042,-53.518,135.416,144.659,-75.153,0
1490136495.042,8.634,191.296,234.277,314.580,0
1490136495.057,-109.600,63.178,115.082,-6.614,0
1490136495.057,-107.021,89.812,100.792,-205.693,0
1490136495.058,-14.127,176.243,230.082,263.304,0
1490136495.058,-60.091,114.908,171.669,184.055,0
1490136495.072,-118.246,62.636,82.143,-199.853,0
1490136495.072,-1.934,178.720,204.500,109.689,0
1490136495.087,-14.017,147.915,222.763,291.357,0
1490136495.087,-135.063,66.030,94.627,-138.313,0
1490136495.088,-40.475,139.199,144.736,-70.465,0
1490136495.088,-3.295,175.553,233.777,325.061,0
1490136495.102,-123.151,52.697,117.893,5.591,0
1490136495.102,-92.325,103.393,115.122,-179.152,0
1490136495.132,11.837,186.526,238.895,233.899,0
1490136495.132,-62.329,88.952,172.041,194.290,0
1490136495.133,-130.934,63.184,71.834,-206.171,0
1490136495.133,11.985,189.512,208.619,100.342,0
1490136495.134,-24.551,135.014,208.946,292.612,0
1490136495.134,-133.920,36.700,90.463,-134.608,0
1490136495.134,-59.924,123.362,143.597,-59.457,0
1490136495.134,8.862,198.166,233.454,320.350,0
1490136495.154,-118.254,69.442,119.103,-6.158,0
1490136495.154,-88.546,95.493,107.468,-180.695,0
1490136495.177,-3.749,188.476,217.509,238.740,0
1490136495.177,-63.532,95.012,175.831,182.911,0
1490136495.178,-121.807,73.137,83.224,-202.198,0
1490136495.178,-10.801,170.422,199.555,102.427,0
1490136495.179,-28.532,143.423,224.087,277.100,0
1490136495.179,-123.338,47.843,91.886,-117.695,0
1490136495.192,-62.757,134.951,151.894,-59.537,0
1490136495.193,-4.783,179.480,228.523,315.636,0
1490136495.207,-115.193,59.036,128.380,2.749,0
1490136495.207,-94.225,78.755,109.602,-180.289,0
1490136495.208,21.258,189.652,220.903,241.521,0
1490136495.208,-67.367,114.043,160.204,171.192,0
1490136495.222,-120.421,62.724,101.821,-212.630,0
1490136495.222,-10.844,187.339,191.857,101.834,0
1490136495.237,-18.032,144.992,214.683,287.402,0
1490136495.237,-128.830,45.275,96.940,-142.372,0
1490136495.238,-37.130,144.489,143.459,-100.199,0
1490136495.238,3.364,175.674,241.237,316.154,0
1490136495.252,-132.320,46.221,124.989,-5.533,0
1490136495.252,-76.825,104.502,105.774,-193.972,0
1490136495.267,20.332,197.699,215.729,225.329,0
1490136495.267,-72.111,108.431,163.250,152.610,0
1490136495.268,-104.543,72.434,75.759,-225.247,0
1490136495.268,30.727,211.826,197.880,92.175,0
1490136495.282,13.224,184.820,199.928,258.233,0
1490136495.282,-99.661,88.925,69.110,-178.266,0
1490136495.297,3.738,188.117,137.159,-94.756,0
1490136495.297,71.896,237.669,226.728,287.191,0
1490136495.298,-78.104,112.102,99.683,-40.896,0
1490136495.298,-39.009,155.864,89.701,-210.979,0
1490136495.312,67.879,253.040,221.213,221.640,0
1490136495.312,-16.179,158.102,159.460,134.455,0
1490136495.327,-77.352,107.195,74.258,-234.325,0
1490136495.327,31.918,226.208,188.192,71.137,0
1490136495.328,26.263,183.678,207.794,263.803,0
1490136495.328,-115.901,82.132,82.455,-158.660,0
1490136495.342,-16.815,177.251,132.680,-86.167,0
1490136495.342,51.265,234.424,235.881,306.756,0
1490136495.357,-86.861,97.982,127.330,-16.850,0
1490136495.357,-79.851,104.495,111.900,-206.052,0
1490136495.358,38.766,218.649,229.050,231.956,0
1490136495.358,-44.985,147.023,160.000,149.181,0
1490136495.372,-117.637,64.633,63.163,-238.815,0
1490136495.372,10.775,184.256,196.096,95.373,0
1490136495.387,-11.280,165.328,220.860,278.136,0
1490136495.387,-151.339,26.118,76.761,-166.186,0
1490136495.388,-64.306,138.627,151.397,-85.500,0
1490136495.388,16.422,203.430,247.570,316.022,0
1490136495.402,-141.181,43.998,123.832,-24.055,0
1490136495.403,-132.248,47.882,103.790,-215.901,0
1490136495.417,-14.193,159.359,237.351,268.860,0
1490136495.417,-104.055,77.317,183.141,182.700,0
1490136495.418,-180.252,8.675,100.287,-219.844,0
1490136495.418,-38.302,137.430,231.223,115.350,0
1490136495.433,-46.238,124.202,243.896,297.219,0
1490136495.433,-193.463,-4.555,96.091,-154.617,0
1490136495.448,-92.652,101.177,162.626,-54.169,0
1490136495.448,-19.468,152.996,260.617,348.142,0
1490136495.448,-182.546,-7.798,113.553,-0.017,0
1490136495.449,-159.570,40.374,111.417,-181.226,0
1490136495.462,-14.954,153.848,244.320,271.397,0
1490136495.462,-105.766,52.071,190.099,180.188,0
1490136495.477,-193.055,3.744,84.956,-221.473,0
1490136495.477,-31.797,132.271,206.571,126.717,0
1490136495.478,-44.419,131.635,236.470,300.325,0
1490136495.478,-195.054,13.043,90.779,-148.556,0
1490136495.492,-99.584,95.136,149.680,-61.897,0
1490136495.492,-12.671,163.697,262.900,314.383,0
1490136495.507,-158.691,7.807,116.423,9.324,0
1490136495.507,-147.058,36.838,107.870,-183.117,0
1490136495.522,-10.868,175.575,245.257,259.143,0
1490136495.522,-102.006,67.185,174.595,174.262,0
1490136495.537,-183.094,18.649,66.669,-229.942,0
1490136495.537,-32.307,143.829,219.304,119.370,0
1490136495.538,-34.895,136.233,224.934,292.840,0
1490136495.538,-180.224,0.935,84.168,-156.677,0
1490136495.539,-64.723,106.611,146.316,-61.708,0
1490136495.539,-2.092,186.355,252.258,328.919,0
1490136495.552,-156.666,34.860,100.927,-21.839,0
1490136495.552,-116.281,68.782,94.906,-196.612,0
1490136495.567,15.119,182.608,231.477,259.138,0
1490136495.567,-86.940,85.696,160.191,174.657,0
1490136495.568,-164.023,30.144,66.559,-225.523,0
1490136495.568,-6.792,165.567,212.911,113.545,0
1490136495.582,-7.368,145.948,219.891,296.110,0
1490136495.582,-159.196,44.682,74.989,-155.157,0
1490136495.597,-52.749,138.010,149.725,-62.612,0
1490136495.597,11.343,199.361,247.540,328.307,0
1490136495.598,-139.057,47.312,116.333,-39.250,0
1490136495.598,-140.257,69.042,103.217,-174.489,0
1490136495.612,14.217,193.706,242.736,269.379,0
1490136495.613,-72.249,83.865,166.884,168.267,0
1490136495.627,-148.794,32.760,65.297,-236.195,0
1490136495.627,9.066,180.723,215.478,128.877,0
1490136495.628,-8.677,159.765,190.200,296.082,0
1490136495.628,-148.485,27.941,91.643,-158.357,0
1490136495.642,-48.052,130.629,159.172,-60.441,0
1490136495.642,27.066,209.509,255.992,328.253,0
1490136495.657,-120.855,49.281,122.164,-15.350,0
1490136495.657,-109.252,81.068,110.738,-192.726,0
1490136495.658,20.016,206.775,239.348,259.882,0
1490136495.658,-67.591,107.986,177.808,170.726,0
1490136495.672,-154.061,36.606,86.461,-235.756,0
1490136495.672,-1.386,181.742,208.458,135.136,0
1490136495.687,-3.914,169.281,222.919,297.584,0
1490136495.687,-156.558,36.066,90.418,-142.281,0
1490136495.688,-55.665,143.053,159.830,-55.741,0
1490136495.702,23.821,195.458,258.046,338.865,0
1490136495.702,-127.727,48.611,116.700,-18.542,0
1490136495.703,-104.927,79.011,111.288,-181.987,0
1490136495.703,19.180,187.403,241.962,268.616,0
1490136495.717,-76.472,140.239,174.109,168.148,0
1490136495.717,-137.529,41.939,76.157,-225.110,0
1490136495.732,6.466,208.075,203.013,130.642,0
1490136495.732,-8.927,144.377,227.261,296.868,0
1490136495.733,-137.677,41.668,79.131,-169.812,0
1490136495.733,-41.305,145.190,159.585,-39.261,0
1490136495.747,39.475,219.788,257.561,348.478,0
1490136495.747,-115.282,55.334,101.828,-6.109,0
1490136495.762,-100.781,93.842,105.843,-184.929,0
1490136495.762,34.886,204.212,257.498,264.340,0
1490136495.763,-73.201,110.961,182.285,157.371,0
1490136495.763,-148.093,45.232,72.339,-230.550,0
1490136495.777,-5.683,183.883,203.323,115.382,0
1490136495.777,-20.093,145.381,209.874,288.481,0
1490136495.792,-157.601,31.759,77.975,-156.160,0
1490136495.792,-61.432,139.096,151.556,-52.734,0
1490136495.793,12.029,199.655,243.174,341.849,0
1490136495.793,-110.961,47.867,88.454,-16.067,0
1490136495.807,-96.194,81.842,98.337,-185.551,0
1490136495.807,0.129,190.529,242.157,238.181,0
1490136495.822,-59.492,97.963,168.851,184.910,0
1490136495.822,-122.753,53.181,86.513,-216.464,0
1490136495.823,6.395,185.763,219.629,127.875,0
1490136495.823,14.300,172.127,222.945,291.815,0
1490136495.837,-128.531,64.014,73.584,-155.541,0
1490136495.837,-45.178,160.786,130.171,-69.233,0
1490136495.852,60.143,225.264,223.783,315.833,0
1490136495.852,-96.293,60.083,90.380,-32.259,0
1490136495.853,-68.590,105.151,83.547,-194.589,0
1490136495.853,54.934,182.124,216.245,259.781,0
1490136495.867,-28.885,147.702,150.755,147.610,0
1490136495.867,-110.119,82.153,37.332,-253.726,0
1490136495.882,40.492,194.045,196.691,100.586,0
1490136495.882,16.560,181.516,208.933,272.272,0
1490136495.890,-139.278,45.200,73.452,-175.016,0
1490136495.890,-37.618,147.773,136.254,-80.047,0
1490136495.897,36.954,200.537,228.156,317.933,0
1490136495.897,-130.040,35.174,103.247,-31.037,0
1490136495.912,-92.643,85.391,95.338,-199.696,0
1490136495.912,39.463,209.965,219.968,246.944,0
1490136495.913,-63.541,113.955,166.267,152.702,0
1490136495.913,-131.712,45.750,72.885,-254.113,0
1490136495.927,-1.591,207.492,203.421,145.134,0
1490136495.927,-8.806,156.404,221.273,295.835,0
1490136495.942,-148.528,30.415,88.215,-154.796,0
1490136495.942,-37.119,142.976,151.690,-49.741,0
1490136495.943,24.812,206.246,251.114,353.168,0
1490136495.943,-117.188,46.564,113.781,-18.140,0
1490136495.957,-87.469,91.661,111.017,-172.860,0
1490136495.957,33.051,218.184,246.695,271.939,0
1490136495.972,-61.303,100.777,179.642,175.061,0
1490136495.972,-143.195,47.270,66.933,-207.819,0
1490136495.973,25.110,215.658,245.650,146.198,0
1490136495.973,-13.426,186.378,236.061,288.028,0
1490136495.987,-135.968,45.814,91.196,-161.003,0
1490136495.987,-35.120,135.887,153.317,-54.320,0
1490136496.002,31.830,199.168,250.867,344.950,0
1490136496.002,-129.408,17.664,120.842,-4.335,0
1490136496.003,-116.717,87.400,112.461,-174.493,0
1490136496.003,27.376,197.074,232.491,266.055,0
1490136496.017,-78.616,111.808,182.399,142.997,0
1490136496.017,-170.229,20.760,74.779,-200.419,0
1490136496.032,-8.263,168.189,215.656,137.288,0
1490136496.032,-22.546,143.378,218.421,291.662,0
1490136496.033,-159.419,6.547,69.476,-166.203,0
1490136496.033,-60.078,149.192,130.292,-58.455,0
1490136496.047,-0.398,167.325,240.704,324.648,0
1490136496.047,-145.791,14.838,101.688,-31.757,0
1490136496.062,-128.488,64.719,100.947,-194.192,0
1490136496.062,-15.455,153.745,239.688,259.714,0
1490136496.063,-82.298,86.214,170.467,149.574,0
1490136496.063,-172.351,33.238,58.284,-241.040,0
1490136496.077,-37.418,147.004,195.945,101.465,0
1490136496.077,-54.621,101.546,198.998,265.249,0
1490136496.092,-175.102,7.038,67.507,-191.307,0
1490136496.092,-100.224,70.664,132.262,-71.404,0
1490136496.093,-59.618,131.540,241.902,341.763,0
1490136496.093,-178.483,7.439,88.750,-37.062,0
1490136496.107,-151.326,46.844,62.144,-220.650,0
1490136496.107,-27.963,165.218,201.304,229.119,0
1490136496.122,-119.729,60.156,119.576,122.050,0
1490136496.122,-192.747,-11.141,36.961,-260.175,0
1490136496.123,-70.349,117.222,158.170,80.905,0
1490136496.123,-101.189,64.190,166.560,233.895,0
1490136496.137,-250.878,-64.717,38.469,-205.932,0
1490136496.137,-177.174,1.646,91.596,-116.464,0
1490136496.152,-86.008,60.764,173.112,265.423,0
1490136496.152,-218.221,-17.250,34.934,-91.360,0
1490136496.153,-218.606,-39.076,43.624,-243.204,0
1490136496.153,-89.425,118.592,195.761,218.911,0
1490136496.167,-106.898,81.844,163.060,118.001,0
1490136496.167,-145.321,36.326,77.012,-203.772,0
1490136496.182,5.836,160.230,229.549,144.426,0
1490136496.182,-13.252,195.167,238.086,301.724,0
1490136496.183,-74.086,118.121,119.411,-117.736,0
1490136496.183,71.013,243.795,224.235,4.965,0
1490136496.197,131.882,310.857,317.532,393.011,0
1490136496.197,46.216,217.801,193.783,63.025,0
1490136496.212,71.107,284.111,216.400,-82.267,0
1490136496.212,218.060,367.688,329.418,355.326,0
1490136496.213,90.373,241.029,262.369,240.152,0
1490136496.213,12.258,200.930,174.231,-133.236,0
1490136496.227,145.845,314.340,293.120,203.727,0
1490136496.227,71.986,254.263,274.821,341.343,0
1490136496.242,-17.536,149.228,133.808,-127.832,0
1490136496.242,39.660,228.306,181.146,-2.988,0
1490136496.243,74.196,235.309,264.936,359.014,0
1490136496.243,-71.772,99.595,142.298,3.267,0
1490136496.257,-40.845,126.723,136.407,-148.064,0
1490136496.257,26.991,227.062,240.674,274.322,0
1490136496.272,-54.135,82.796,189.561,171.056,0
1490136496.272,-96.235,95.962,71.533,-213.578,0
1490136496.273,29.944,216.018,211.153,124.742,0
1490136496.273,-13.884,164.572,211.327,278.637,0
1490136496.287,-143.154,41.975,74.742,-171.519,0
1490136496.287,-59.722,124.221,144.340,-68.521,0
1490136496.302,-6.304,145.884,236.859,308.774,0
1490136496.302,-137.941,34.996,105.402,-39.224,0
1490136496.303,-101.692,71.451,108.377,-189.834,0
1490136496.303,8.394,178.821,228.695,248.159,0
1490136496.317,-94.778,95.586,153.777,119.813,0
1490136496.317,-146.935,38.964,76.559,-211.710,0
1490136496.332,-28.857,175.480,194.664,127.572,0
1490136496.332,-30.028,151.242,209.846,286.979,0
1490136496.333,-130.429,38.319,89.948,-142.387,0
1490136496.333,-30.516,114.903,155.664,-26.093,0
1490136496.347,13.146,171.205,238.116,344.495,0
1490136496.347,-151.436,81.100,87.271,-22.625,0
1490136496.362,-82.022,111.746,116.859,-164.685,0
1490136496.362,14.630,211.514,219.861,277.396,0
1490136496.363,-70.190,95.551,163.194,172.368,0
1490136496.363,-117.766,44.583,86.380,-208.847,0
1490136496.377,13.765,193.994,203.434,133.053,0
1490136496.377,-19.663,146.752,215.736,281.861,0
1490136496.392,-134.137,69.856,82.046,-173.337,0
1490136496.392,-52.635,151.354,157.167,-37.128,0
1490136496.393,17.116,168.114,233.452,332.836,0
1490136496.393,-121.844,44.619,111.969,-21.044,0
1490136496.407,-75.082,92.600,109.542,-164.544,0
1490136496.407,8.933,210.644,221.389,269.626,0
1490136496.422,-92.493,88.320,162.811,143.012,0
1490136496.422,-138.599,54.791,88.630,-209.328,0
1490136496.423,-13.722,196.880,207.362,130.444,0
1490136496.423,-18.225,153.803,194.785,281.096,0
1490136496.437,-126.756,53.290,88.019,-160.025,0
1490136496.437,-48.527,131.044,152.807,-38.547,0
1490136496.452,15.405,156.896,252.129,334.764,0
1490136496.452,-128.761,60.777,111.277,-43.897,0
1490136496.453,-86.143,106.466,105.282,-152.403,0
1490136496.453,8.837,193.476,236.764,271.363,0
1490136496.467,-70.127,98.976,166.902,144.652,0
1490136496.468,-128.155,41.229,76.288,-214.719,0
1490136496.482,-6.880,176.622,210.220,129.586,0
1490136496.482,-28.736,148.760,210.115,280.418,0
1490136496.483,-129.810,11.771,94.346,-139.330,0
1490136496.483,-40.081,142.808,159.565,-39.551,0
1490136496.497,20.358,222.986,234.207,318.172,0
1490136496.497,-130.016,62.148,107.395,-25.278,0
1490136496.512,-91.209,95.442,106.239,-162.027,0
1490136496.512,6.016,164.703,234.131,275.924,0
1490136496.513,-80.971,119.907,166.603,144.411,0
1490136496.513,-116.302,56.557,83.383,-218.988,0
1490136496.527,4.664,177.122,203.237,138.316,0
1490136496.527,-35.619,150.995,215.671,275.655,0
1490136496.542,-141.910,35.140,89.210,-150.428,0
1490136496.542,-51.037,131.362,151.006,-40.843,0
1490136496.543,12.603,186.741,244.950,327.729,0
1490136496.543,-138.713,52.059,107.718,-33.048,0
1490136496.557,-105.142,94.704,116.565,-169.995,0
1490136496.557,20.921,192.698,231.360,266.150,0
1490136496.572,-69.951,72.296,166.828,151.010,0
1490136496.572,-134.913,47.938,82.377,-216.110,0
1490136496.573,-7.145,173.234,206.902,138.154,0
1490136496.573,-17.190,146.202,195.960,272.433,0
1490136496.587,-143.158,68.079,81.171,-155.471,0
1490136496.587,-62.337,146.754,156.599,-48.018,0
1490136496.602,20.945,176.054,244.971,315.999,0
1490136496.602,-118.422,46.380,116.027,-16.994,0
1490136496.603,-77.079,108.221,114.505,-168.262,0
1490136496.603,13.368,195.845,228.405,257.999,0
1490136496.617,-66.101,102.520,162.927,147.137,0
1490136496.617,-118.878,75.555,90.118,-220.611,0
1490136496.632,15.386,196.420,212.232,124.931,0
1490136496.632,-22.896,152.150,214.014,279.672,0
1490136496.639,-143.694,38.895,81.835,-153.461,0
1490136496.639,-49.896,140.293,163.205,-44.426,0
1490136496.647,-10.677,174.339,222.975,325.972,0
1490136496.647,-117.294,37.421,117.461,-25.156,0
1490136496.662,-79.056,111.941,118.940,-165.769,0
1490136496.662,17.783,191.169,236.375,257.185,0
1490136496.663,-73.425,94.489,158.065,120.963,0
1490136496.663,-129.247,65.082,84.284,-205.216,0
1490136496.677,6.191,172.834,207.961,138.214,0
1490136496.677,-32.068,143.816,203.110,280.586,0
1490136496.692,-160.818,46.893,87.723,-159.275,0
1490136496.692,-40.036,149.080,160.847,-46.429,0
1490136496.693,24.304,184.323,232.394,320.801,0
1490136496.707,-133.082,54.466,114.370,-28.154,0
1490136496.707,-83.104,107.795,111.819,-165.621,0
1490136496.708,20.025,185.905,220.757,261.900,0
1490136496.708,-86.371,87.818,164.819,150.297,0
1490136496.722,-123.557,47.143,89.610,-202.611,0
1490136496.723,-13.538,166.627,209.524,128.335,0
1490136496.737,-59.633,120.481,213.696,283.426,0
1490136496.737,-130.609,38.843,95.889,-144.224,0
1490136496.738,-14.427,181.451,149.338,-39.695,0
1490136496.738,5.539,193.188,231.704,308.473,0
1490136496.752,-116.386,46.708,101.361,-21.439,0
1490136496.752,-93.395,101.323,104.863,-156.786,0
1490136496.767,20.035,197.429,235.399,265.881,0
1490136496.767,-81.440,89.989,158.589,144.618,0
1490136496.768,-122.224,53.271,78.312,-216.144,0
1490136496.768,-15.414,188.209,218.197,142.645,0
1490136496.783,-26.727,123.886,208.051,265.462,0
1490136496.783,-140.473,42.461,87.521,-159.671,0
1490136496.797,-44.591,146.073,152.986,-44.537,0
1490136496.797,8.663,182.973,234.439,320.880,0
1490136496.798,-131.545,42.932,108.315,-27.758,0
1490136496.798,-96.493,107.114,111.885,-174.066,0
1490136496.812,6.850,183.900,236.526,262.034,0
1490136496.812,-83.151,79.591,163.748,144.010,0
1490136496.827,-130.947,61.224,85.700,-239.625,0
1490136496.827,-3.486,188.087,214.537,151.990,0
1490136496.828,-43.065,140.347,217.277,284.103,0
1490136496.828,-125.724,28.397,90.487,-150.013,0
1490136496.842,-47.349,172.232,159.441,-36.240,0
1490136496.842,36.666,175.499,231.474,318.069,0
1490136496.857,-124.711,36.397,109.542,-34.895,0
1490136496.857,-97.490,121.365,115.759,-164.920,0
1490136496.858,5.307,202.545,242.372,275.429,0
1490136496.858,-84.428,78.388,161.653,151.200,0
1490136496.872,-138.776,45.885,93.531,-212.669,0
1490136496.872,3.869,201.511,205.910,141.437,0
1490136496.887,-9.236,148.940,220.269,281.555,0
1490136496.887,-122.162,59.945,76.672,-177.896,0
1490136496.888,-13.034,164.253,163.892,-20.194,0
1490136496.888,21.230,192.192,239.290,330.802,0
1490136496.902,-121.440,47.226,109.841,-25.218,0
1490136496.902,-89.608,89.410,111.455,-170.659,0
1490136496.917,3.304,155.623,242.678,282.536,0
1490136496.917,-57.297,137.443,174.010,145.282,0
1490136496.918,-131.351,63.303,83.777,-219.841,0
1490136496.918,7.977,193.772,199.129,131.723,0
1490136496.932,-35.286,140.990,206.009,271.440,0
1490136496.932,-140.231,38.805,84.668,-169.173,0
1490136496.947,-41.421,140.689,161.891,-35.694,0
1490136496.947,-1.530,186.868,235.075,323.125,0
1490136496.948,-134.891,56.865,110.645,-48.142,0
1490136496.948,-85.661,91.192,104.994,-149.991,0
1490136496.962,16.302,186.946,224.759,267.130,0
1490136496.962,-82.992,83.437,152.321,137.056,0
1490136496.977,-126.532,52.635,83.518,-210.564,0
1490136496.977,4.957,190.595,199.726,138.348,0
1490136496.978,-32.008,160.017,204.746,267.792,0
1490136496.978,-119.237,42.446,66.322,-152.760,0
1490136496.992,-39.426,158.736,175.053,-29.712,0
