timestamps,,,,,Marker
1490136645.186,-171.549,59.034,100.270,-60.053,0
1490136645.187,-108.134,104.895,108.466,-182.494,0
1490136645.201,-6.036,198.581,212.355,225.980,0
1490136645.201,-112.133,90.311,145.643,92.933,0
1490136645.202,-144.772,62.744,78.422,-242.555,0
1490136645.202,-31.798,187.868,189.259,105.179,0
1490136645.216,-64.257,127.869,188.908,226.702,0
1490136645.217,-155.372,59.687,69.433,-193.484,0
1490136645.231,-62.800,163.583,151.720,-60.906,0
1490136645.231,-21.387,186.743,222.735,283.881,0
1490136645.232,-163.032,49.182,97.325,-69.682,0
1490136645.232,-106.019,102.470,107.369,-183.603,0
1490136645.246,-2.968,191.945,198.546,232.343,0
1490136645.247,-106.525,86.925,143.580,91.117,0
1490136645.261,-143.838,72.907,64.751,-244.064,0
1490136645.262,-28.782,193.850,197.500,84.473,0
1490136645.262,-75.247,121.823,183.150,243.193,0
1490136645.262,-154.701,48.574,75.108,-182.232,0
1490136645.276,-60.083,147.496,132.959,-53.914,0
1490136645.276,-24.515,175.637,211.043,277.484,0
1490136645.291,-155.651,54.090,98.961,-74.396,0
1490136645.291,-99.405,112.674,104.038,-185.591,0
1490136645.292,-11.882,179.938,219.614,237.888,0
1490136645.292,-122.295,84.039,142.748,92.548,0
1490136645.306,-144.712,71.062,76.234,-241.512,0
1490136645.307,-7.411,190.946,195.703,114.117,0
1490136645.321,-46.212,156.562,199.920,226.870,0
1490136645.321,-168.443,47.080,83.433,-189.011,0
1490136645.322,-58.301,158.751,147.889,-62.436,0
1490136645.322,-16.637,199.626,208.017,267.777,0
1490136645.336,-155.316,46.889,103.603,-70.153,0
1490136645.337,-101.665,123.319,109.596,-186.531,0
1490136645.351,-17.205,174.524,208.814,225.095,0
1490136645.351,-120.629,90.249,144.252,91.326,0
1490136645.352,-162.515,68.210,70.542,-250.568,0
1490136645.352,-36.890,179.814,183.623,105.095,0
1490136645.366,-72.584,132.179,181.645,223.779,0
1490136645.366,-158.557,50.956,73.240,-195.681,0
1490136645.381,-56.201,154.837,149.559,-45.885,0
1490136645.381,-17.432,188.068,223.072,279.750,0
1490136645.382,-162.641,44.942,96.173,-70.495,0
1490136645.382,-99.861,111.133,101.471,-185.370,0
1490136645.396,-2.121,205.246,214.620,226.889,0
1490136645.396,-129.135,78.729,142.541,96.542,0
1490136645.411,-127.727,67.741,76.662,-240.412,0
1490136645.411,-19.313,195.688,196.902,114.390,0
1490136645.426,-63.230,145.809,184.373,222.217,0
1490136645.426,-155.554,53.707,73.975,-195.047,0
1490136645.427,-62.277,148.139,147.928,-82.283,0
1490136645.428,-18.260,173.195,216.987,294.405,0
1490136645.428,-150.006,60.268,95.433,-68.208,0
1490136645.441,-97.866,116.369,85.919,-189.157,0
1490136645.441,-27.079,184.171,215.478,231.300,0
1490136645.456,-122.562,89.638,152.696,88.372,0
1490136645.456,-146.935,59.756,83.295,-234.688,0
1490136645.457,-16.418,177.576,188.545,111.408,0
1490136645.457,-56.263,143.794,182.920,227.287,0
1490136645.471,-147.001,68.412,72.642,-199.840,0
1490136645.472,-53.763,164.212,153.392,-57.853,0
1490136645.486,-29.844,175.927,233.618,287.772,0
1490136645.486,-155.438,45.988,86.162,-80.002,0
1490136645.487,-100.762,117.740,98.090,-186.099,0
1490136645.487,-17.342,187.734,210.330,228.624,0
1490136645.501,-122.321,70.903,138.913,98.157,0
1490136645.501,-127.437,77.240,66.183,-234.735,0
1490136645.516,-20.265,179.065,178.820,105.093,0
1490136645.516,-42.543,144.160,193.426,230.980,0
1490136645.517,-146.490,51.280,64.440,-195.294,0
1490136645.517,-63.339,137.542,139.872,-62.129,0
1490136645.531,-30.078,157.684,207.776,273.364,0
1490136645.531,-150.529,37.277,103.231,-64.076,0
1490136645.546,-95.248,94.268,83.282,-173.348,0
1490136645.546,-20.942,204.859,220.026,228.285,0
1490136645.547,-118.052,98.365,137.060,60.558,0
1490136645.547,-141.396,85.328,74.978,-228.592,0
1490136645.561,-25.947,192.081,190.699,114.250,0
1490136645.561,-55.747,145.804,199.490,229.475,0
1490136645.576,-158.022,36.528,80.943,-186.432,0
1490136645.576,-49.690,148.667,155.193,-52.471,0
1490136645.577,-21.407,163.950,216.873,277.271,0
1490136645.577,-145.935,51.169,102.533,-72.088,0
1490136645.591,-117.850,108.601,89.795,-192.913,0
1490136645.591,-21.890,194.090,207.409,225.411,0
1490136645.606,-117.582,88.269,149.878,91.209,0
1490136645.606,-135.493,83.501,62.454,-250.644,0
1490136645.607,-22.247,172.950,193.910,106.443,0
1490136645.608,-54.829,147.803,187.964,225.048,0
1490136645.621,-171.330,59.926,74.805,-198.289,0
1490136645.622,-57.078,137.509,139.339,-65.192,0
1490136645.636,-39.525,170.208,220.916,275.249,0
1490136645.636,-148.712,45.920,98.430,-66.028,0
1490136645.637,-103.913,108.491,99.375,-186.786,0
1490136645.637,2.313,199.496,217.314,201.900,0
1490136645.651,-112.356,93.339,144.207,104.319,0
1490136645.652,-148.102,68.221,77.513,-233.637,0
1490136645.666,-30.140,184.044,198.920,113.409,0
1490136645.666,-55.968,138.963,191.806,231.977,0
1490136645.667,-160.790,48.099,70.574,-186.290,0
1490136645.667,-63.790,146.793,145.706,-61.488,0
1490136645.681,-13.131,185.020,214.141,275.778,0
1490136645.681,-169.320,65.545,93.473,-71.744,0
1490136645.696,-106.151,110.770,109.351,-184.012,0
1490136645.696,-15.741,190.496,228.364,229.080,0
1490136645.704,-127.826,83.710,126.253,97.567,0
1490136645.704,-144.506,65.691,83.099,-235.760,0
1490136645.711,-37.760,198.067,189.624,100.063,0
1490136645.712,-52.046,137.679,190.209,224.686,0
1490136645.726,-150.394,64.033,72.511,-193.824,0
1490136645.726,-52.183,167.364,147.479,-58.049,0
1490136645.727,-14.266,153.265,212.705,271.247,0
1490136645.727,-156.977,45.634,98.092,-85.371,0
1490136645.741,-108.476,115.482,100.012,-186.400,0
1490136645.742,-14.098,176.045,224.471,242.433,0
1490136645.756,-121.167,104.160,143.348,94.143,0
1490136645.756,-149.332,74.798,80.511,-234.004,0
1490136645.757,-41.423,192.031,192.803,113.454,0
1490136645.757,-64.053,128.598,179.856,225.581,0
1490136645.771,-162.357,38.209,75.209,-194.136,0
1490136645.771,-53.172,154.521,147.249,-59.532,0
1490136645.786,-21.048,188.152,219.626,276.291,0
1490136645.786,-143.440,52.787,105.245,-63.988,0
1490136645.787,-99.797,114.841,99.178,-196.702,0
1490136645.787,-11.934,199.335,213.012,227.274,0
1490136645.801,-116.315,96.708,124.986,98.902,0
1490136645.802,-146.765,73.005,85.077,-239.533,0
1490136645.816,-22.198,188.338,188.835,114.877,0
1490136645.816,-67.339,135.818,188.042,224.828,0
1490136645.817,-166.207,64.035,71.174,-196.397,0
1490136645.817,-63.911,160.481,147.511,-64.223,0
1490136645.831,-18.249,179.856,226.870,279.004,0
1490136645.831,-157.339,50.844,96.721,-75.868,0
1490136645.846,-110.103,108.594,98.978,-193.510,0
1490136645.846,-10.537,200.530,222.296,238.136,0
1490136645.847,-123.710,93.236,131.110,81.872,0
1490136645.847,-138.367,70.796,71.469,-267.633,0
1490136645.861,-10.042,180.691,192.599,121.771,0
1490136645.861,-59.072,129.743,182.415,229.389,0
1490136645.876,-161.616,38.628,71.479,-195.917,0
1490136645.876,-71.086,145.067,150.385,-55.844,0
1490136645.877,-33.210,190.965,194.933,278.310,0
1490136645.877,-152.094,70.914,108.571,-68.117,0
1490136645.891,-106.077,97.667,93.178,-194.477,0
1490136645.891,-7.121,177.591,218.885,226.634,0
1490136645.906,-118.910,93.185,144.880,91.276,0
1490136645.906,-125.612,77.949,79.234,-235.771,0
1490136645.907,-17.811,186.729,189.592,107.524,0
1490136645.907,-67.518,133.002,191.315,227.966,0
1490136645.921,-155.795,55.070,74.114,-188.678,0
1490136645.921,-51.839,156.969,138.745,-53.916,0
1490136645.936,-21.091,168.408,207.370,273.241,0
1490136645.936,-182.430,53.193,97.002,-74.660,0
1490136645.937,-88.086,116.358,110.209,-190.024,0
1490136645.937,1.509,197.665,212.307,235.077,0
1490136645.951,-129.851,78.512,142.116,96.491,0
1490136645.951,-146.999,70.232,74.660,-249.296,0
1490136645.966,-26.508,195.591,189.847,106.430,0
1490136645.966,-51.655,152.407,200.892,230.843,0
1490136645.967,-152.038,43.280,74.704,-211.246,0
1490136645.967,-57.024,160.109,138.393,-60.220,0
1490136645.981,-20.405,179.210,214.678,284.193,0
1490136645.982,-168.501,57.409,103.449,-80.679,0
1490136645.996,-108.934,114.729,95.341,-179.076,0
1490136645.996,-9.406,206.684,223.076,231.560,0
1490136645.997,-126.401,80.234,138.464,88.942,0
1490136645.997,-145.138,68.233,80.077,-241.672,0
1490136646.018,-15.485,194.209,194.123,112.509,0
1490136646.018,-62.282,132.867,193.708,226.122,0
1490136646.026,-164.445,54.307,78.975,-193.065,0
1490136646.026,-58.455,153.659,137.828,-61.318,0
1490136646.027,-37.244,163.325,206.884,272.347,0
1490136646.027,-154.927,62.344,99.085,-69.517,0
1490136646.041,-104.399,103.455,101.667,-190.578,0
1490136646.041,-11.195,197.437,221.223,210.910,0
1490136646.056,-120.774,99.848,150.430,115.928,0
1490136646.056,-146.037,76.350,86.332,-236.218,0
1490136646.057,-21.639,178.743,181.249,95.839,0
1490136646.057,-63.911,153.338,186.576,227.575,0
1490136646.071,-158.291,54.219,72.214,-193.070,0
1490136646.071,-68.012,145.516,141.250,-62.984,0
1490136646.086,-26.422,176.189,218.160,282.338,0
1490136646.086,-167.383,62.368,94.159,-67.541,0
1490136646.087,-107.928,109.216,87.618,-187.173,0
1490136646.087,-13.419,197.884,223.536,233.157,0
1490136646.101,-133.223,86.734,151.629,92.607,0
1490136646.101,-154.319,63.094,73.783,-239.032,0
1490136646.116,-15.979,182.657,185.993,109.413,0
1490136646.116,-63.049,147.629,193.897,234.911,0
1490136646.117,-155.241,39.160,74.575,-198.574,0
1490136646.117,-56.645,157.399,152.715,-51.063,0
1490136646.131,-29.308,182.021,214.422,275.339,0
1490136646.131,-156.812,53.611,95.467,-71.413,0
1490136646.146,-95.764,133.438,98.920,-194.045,0
1490136646.146,-19.554,202.261,212.357,221.127,0
1490136646.147,-115.613,89.971,146.314,67.309,0
1490136646.147,-143.023,79.002,73.577,-227.205,0
1490136646.161,-21.314,181.941,188.835,113.816,0
1490136646.161,-55.867,130.019,195.038,223.345,0
1490136646.176,-162.222,58.329,83.420,-198.003,0
1490136646.176,-58.307,155.887,151.099,-60.369,0
1490136646.177,-37.130,160.100,212.473,278.658,0
1490136646.177,-138.593,59.032,94.958,-71.823,0
1490136646.191,-100.471,115.660,111.064,-183.612,0
1490136646.191,-22.735,194.731,216.905,226.885,0
1490136646.206,-104.325,81.004,129.043,98.056,0
1490136646.206,-141.484,69.762,75.611,-246.153,0
1490136646.207,-41.040,182.174,181.561,115.905,0
1490136646.207,-47.757,137.135,186.155,224.992,0
1490136646.221,-152.463,60.751,68.741,-192.272,0
1490136646.221,-60.541,157.508,144.697,-66.961,0
1490136646.236,-23.877,175.495,212.544,268.626,0
1490136646.236,-162.138,58.675,92.699,-67.961,0
1490136646.237,-107.339,111.956,99.283,-188.775,0
1490136646.237,-12.340,183.872,217.036,208.625,0
1490136646.251,-107.599,82.644,135.816,111.260,0
1490136646.251,-134.537,67.008,82.108,-235.376,0
1490136646.266,-24.235,200.752,200.021,107.466,0
1490136646.266,-83.546,144.067,190.417,229.157,0
1490136646.267,-156.433,21.274,69.469,-202.929,0
1490136646.267,-64.904,143.672,140.996,-60.717,0
1490136646.281,-30.413,166.902,231.189,290.282,0
1490136646.281,-139.057,83.454,85.805,-74.101,0
1490136646.296,-92.886,125.272,108.631,-188.792,0
1490136646.296,-20.356,186.892,218.829,228.111,0
1490136646.297,-103.924,96.727,141.484,87.338,0
1490136646.297,-140.904,71.617,76.189,-240.255,0
1490136646.311,-31.507,183.307,193.418,101.645,0
1490136646.311,-69.571,136.562,192.655,197.575,0
1490136646.326,-159.187,44.752,68.760,-188.809,0
1490136646.326,-60.074,157.807,143.814,-53.812,0
1490136646.327,-22.471,178.240,217.152,278.062,0
1490136646.327,-145.462,53.065,96.712,-66.458,0
1490136646.341,-104.156,113.055,104.556,-189.007,0
1490136646.341,-9.097,184.714,211.931,234.475,0
1490136646.356,-111.174,77.139,142.773,97.250,0
1490136646.356,-128.610,76.096,74.138,-249.304,0
1490136646.357,-18.415,188.201,180.177,102.264,0
1490136646.357,-63.204,128.942,190.423,235.215,0
1490136646.371,-171.437,52.147,77.279,-191.612,0
1490136646.371,-48.856,165.210,150.647,-62.464,0
1490136646.386,-32.818,178.788,222.623,278.060,0
1490136646.386,-139.689,70.435,94.962,-66.075,0
1490136646.387,-107.644,118.869,99.833,-194.970,0
1490136646.387,-0.183,195.000,220.241,225.669,0
1490136646.401,-119.048,87.497,148.263,94.836,0
1490136646.401,-147.565,64.953,76.236,-237.667,0
1490136646.416,-26.155,179.493,189.542,100.777,0
1490136646.416,-67.055,135.377,193.942,222.517,0
1490136646.417,-163.525,42.556,77.807,-190.372,0
1490136646.417,-56.147,161.812,152.128,-62.612,0
1490136646.431,-24.489,188.523,218.397,275.930,0
1490136646.432,-150.856,38.111,95.276,-75.849,0
1490136646.432,-119.424,102.952,96.624,-190.731,0
1490136646.446,-14.047,192.233,213.689,203.239,0
1490136646.446,-119.322,77.380,144.317,107.913,0
1490136646.461,-136.102,77.190,79.026,-240.500,0
1490136646.461,-15.571,201.771,190.436,108.304,0
1490136646.462,-78.581,133.694,187.792,225.970,0
1490136646.462,-158.600,46.076,57.826,-183.796,0
1490136646.476,-68.926,147.556,139.478,-61.353,0
1490136646.476,-26.851,191.460,224.671,285.846,0
1490136646.491,-149.373,51.820,93.834,-69.212,0
1490136646.491,-88.142,108.807,100.284,-184.914,0
1490136646.492,-20.803,178.341,214.850,223.208,0
1490136646.492,-106.821,91.291,149.155,71.802,0
1490136646.506,-144.788,57.321,73.814,-228.156,0
1490136646.506,-14.956,187.206,190.232,108.979,0
1490136646.521,-69.629,150.174,189.245,224.001,0
1490136646.521,-169.530,56.796,73.442,-190.963,0
1490136646.522,-56.523,165.674,141.114,-58.277,0
1490136646.522,-31.393,187.842,227.399,282.501,0
1490136646.536,-148.519,53.591,95.208,-77.061,0
1490136646.536,-101.787,98.767,99.601,-194.568,0
1490136646.551,-4.619,185.018,204.627,228.330,0
1490136646.551,-120.174,84.153,146.524,96.607,0
1490136646.552,-134.696,65.536,67.844,-242.662,0
1490136646.552,-24.984,175.024,197.332,102.873,0
1490136646.566,-57.207,140.699,194.030,232.837,0
1490136646.566,-179.981,46.962,72.543,-187.053,0
1490136646.581,-68.799,166.869,143.674,-70.602,0
1490136646.581,-26.106,185.615,225.920,279.926,0
1490136646.582,-139.253,65.433,100.499,-75.335,0
1490136646.582,-90.921,108.294,97.189,-197.723,0
1490136646.596,-15.257,177.021,211.863,231.302,0
1490136646.596,-121.519,77.472,148.846,102.354,0
1490136646.611,-146.886,76.563,77.668,-250.439,0
1490136646.611,-13.924,200.868,185.196,101.450,0
1490136646.619,-51.869,165.474,185.411,217.890,0
1490136646.619,-137.254,86.259,81.191,-218.900,0
1490136646.626,-48.250,179.179,133.062,-55.693,0
1490136646.626,-6.964,209.017,219.657,286.413,0
1490136646.641,-124.756,81.075,90.130,-75.785,0
1490136646.641,-81.206,146.275,95.936,-204.995,0
1490136646.642,-1.432,214.594,204.623,211.691,0
1490136646.642,-104.343,115.224,134.178,87.205,0
1490136646.656,-150.606,91.532,79.336,-251.050,0
1490136646.656,-4.714,194.404,166.201,102.847,0
1490136646.671,-62.417,163.441,190.931,218.621,0
1490136646.671,-166.547,40.305,78.248,-190.793,0
1490136646.672,-74.776,164.370,146.727,-64.659,0
1490136646.672,-30.022,169.309,230.597,285.173,0
1490136646.686,-163.421,45.803,105.250,-73.640,0
1490136646.686,-105.360,121.567,101.851,-193.990,0
1490136646.701,-30.635,193.876,215.669,220.991,0
1490136646.701,-107.038,116.546,153.276,90.861,0
1490136646.702,-146.123,74.581,70.291,-253.831,0
1490136646.702,-38.240,182.206,191.533,82.968,0
1490136646.716,-89.305,132.480,198.727,244.724,0
1490136646.716,-163.467,56.587,86.444,-181.041,0
1490136646.731,-73.584,114.579,144.239,-63.588,0
1490136646.731,-28.793,164.565,225.853,285.556,0
1490136646.732,-149.330,72.698,89.844,-73.642,0
1490136646.732,-104.046,131.633,101.892,-198.794,0
1490136646.746,-22.376,198.972,213.978,229.430,0
1490136646.746,-140.228,90.373,143.971,94.618,0
1490136646.761,-145.209,70.514,50.047,-243.679,0
1490136646.761,-31.249,184.078,210.367,114.067,0
1490136646.762,-74.261,114.153,192.255,226.397,0
1490136646.762,-177.382,50.743,83.379,-206.949,0
1490136646.776,-67.696,157.478,145.112,-71.335,0
1490136646.776,-16.566,170.139,229.318,293.030,0
1490136646.791,-152.253,62.138,98.881,-67.189,0
1490136646.791,-135.336,112.906,98.114,-186.945,0
1490136646.792,-20.489,188.985,207.778,233.549,0
1490136646.792,-111.425,82.584,146.028,103.438,0
1490136646.806,-155.526,62.714,80.086,-243.673,0
1490136646.806,-24.594,189.129,195.486,109.671,0
1490136646.821,-73.710,143.191,202.228,225.568,0
1490136646.821,-158.340,55.427,73.283,-190.888,0
1490136646.822,-61.030,156.047,147.253,-64.003,0
1490136646.822,-26.258,167.033,219.760,281.858,0
1490136646.836,-175.439,31.301,95.177,-69.420,0
1490136646.836,-101.230,116.655,111.054,-187.814,0
1490136646.851,-11.321,183.414,215.923,223.719,0
1490136646.851,-105.274,123.662,134.382,96.443,0
1490136646.852,-147.333,77.930,79.761,-247.217,0
1490136646.852,-33.227,192.220,187.449,105.245,0
1490136646.866,-65.330,136.592,188.263,234.307,0
1490136646.867,-162.721,40.537,78.085,-194.712,0
1490136646.881,-63.541,148.532,137.148,-67.584,0
1490136646.881,-28.399,172.163,220.314,270.486,0
1490136646.882,-161.988,42.553,94.451,-57.656,0
1490136646.882,-105.877,113.063,99.506,-198.190,0
1490136646.897,-20.287,186.079,203.989,222.819,0
1490136646.897,-116.216,97.615,145.422,100.255,0
1490136646.911,-136.400,86.175,88.067,-239.578,0
1490136646.911,-32.257,189.428,191.990,107.445,0
1490136646.912,-66.671,132.043,186.612,222.950,0
1490136646.912,-152.674,71.894,74.101,-192.526,0
1490136646.926,-70.899,139.521,139.955,-69.141,0
1490136646.926,-36.733,183.855,225.522,280.231,0
1490136646.941,-147.965,50.984,109.525,-69.061,0
1490136646.941,-94.864,111.034,107.991,-191.704,0
1490136646.942,-21.302,198.370,211.663,219.908,0
1490136646.942,-124.052,78.719,147.580,94.543,0
1490136646.956,-140.923,60.730,71.776,-238.910,0
1490136646.956,-31.929,182.477,187.707,115.716,0
1490136646.971,-57.159,139.263,195.657,218.158,0
1490136646.971,-147.189,59.936,63.593,-181.451,0
1490136646.972,-63.088,156.696,145.312,-66.163,0
1490136646.972,-19.397,178.797,224.170,284.848,0
1490136646.986,-167.370,57.976,97.327,-65.832,0
1490136646.986,-102.185,114.899,99.382,-187.790,0
1490136647.001,-11.640,196.315,208.791,225.340,0
1490136647.001,-117.936,81.343,146.604,99.145,0
1490136647.002,-142.219,76.769,68.104,-247.772,0
1490136647.002,-24.564,195.782,185.344,104.895,0
1490136647.023,-73.149,134.421,189.546,225.030,0
1490136647.023,-155.625,45.741,67.498,-190.911,0
1490136647.031,-62.634,139.715,144.852,-62.496,0
1490136647.031,-7.121,178.092,223.960,282.149,0
1490136647.032,-172.488,57.443,98.427,-73.508,0
1490136647.032,-99.876,108.251,100.280,-198.824,0
1490136647.046,-13.550,200.943,215.040,217.051,0
1490136647.046,-116.348,89.251,147.442,81.995,0
1490136647.061,-150.396,72.459,69.914,-216.239,0
1490136647.061,-26.477,181.924,192.132,104.526,0
1490136647.062,-57.480,139.472,184.820,218.808,0
1490136647.062,-161.951,58.470,76.632,-192.453,0
1490136647.076,-81.100,137.118,126.121,-56.304,0
1490136647.076,-20.029,177.365,231.453,289.702,0
1490136647.091,-144.403,59.416,101.282,-66.235,0
1490136647.091,-85.584,110.262,104.366,-194.413,0
1490136647.092,-10.118,190.436,212.428,217.673,0
1490136647.092,-97.494,84.466,141.770,91.235,0
1490136647.106,-142.462,67.430,63.199,-250.876,0
1490136647.106,-25.779,197.779,189.501,109.009,0
1490136647.121,-61.222,149.635,204.286,234.585,0
1490136647.121,-164.855,56.074,81.120,-193.128,0
1490136647.122,-74.512,152.390,143.133,-70.686,0
1490136647.122,-0.711,185.594,223.581,271.681,0
1490136647.136,-167.091,54.234,90.545,-75.273,0
1490136647.136,-90.668,113.925,98.670,-219.745,0
1490136647.151,-6.855,188.010,217.930,250.699,0
1490136647.151,-87.577,101.166,146.520,98.081,0
1490136647.152,-145.366,60.977,70.192,-249.195,0
1490136647.152,-20.803,180.282,194.901,99.657,0
1490136647.166,-62.828,142.744,187.556,225.899,0
1490136647.166,-161.820,60.171,71.211,-198.389,0
1490136647.181,-80.475,156.479,140.884,-66.555,0
1490136647.181,-33.141,167.166,218.728,285.884,0
1490136647.182,-164.744,41.431,93.292,-73.723,0
1490136647.182,-98.195,109.031,96.057,-189.364,0
1490136647.196,4.086,202.082,211.596,221.671,0
1490136647.196,-111.926,92.435,146.208,98.771,0
1490136647.211,-156.109,63.765,72.154,-246.609,0
1490136647.211,-18.670,202.072,192.173,104.850,0
1490136647.212,-64.573,141.830,185.957,226.840,0
1490136647.212,-158.179,46.474,82.100,-188.899,0
1490136647.226,-70.854,144.536,139.483,-67.032,0
1490136647.226,-22.492,190.527,228.282,279.935,0
1490136647.241,-160.528,53.389,97.090,-68.111,0
1490136647.241,-97.052,120.152,110.342,-216.600,0
1490136647.242,-18.718,194.013,210.427,241.008,0
1490136647.242,-139.106,95.182,149.919,101.959,0
1490136647.256,-152.135,74.706,68.423,-244.109,0
1490136647.256,-27.935,184.108,187.403,108.566,0
1490136647.271,-58.513,136.551,186.206,234.318,0
1490136647.271,-167.160,58.309,76.657,-192.898,0
1490136647.272,-75.632,153.330,135.095,-64.027,0
1490136647.272,-32.621,164.657,212.393,278.594,0
1490136647.286,-166.057,49.139,96.673,-70.678,0
1490136647.286,-97.641,121.246,110.299,-188.351,0
1490136647.301,-9.613,185.118,214.947,223.710,0
1490136647.301,-114.907,79.301,148.369,94.571,0
1490136647.302,-137.899,76.414,76.275,-267.605,0
1490136647.302,-39.247,193.523,191.675,114.117,0
1490136647.316,-69.558,160.204,198.121,231.911,0
1490136647.316,-151.705,63.468,75.580,-186.550,0
1490136647.331,-63.883,150.845,134.822,-69.459,0
1490136647.331,-23.969,187.442,207.183,282.512,0
1490136647.332,-161.339,58.879,99.077,-79.357,0
1490136647.332,-103.373,112.440,108.130,-186.995,0
1490136647.346,-11.743,185.011,224.185,231.932,0
1490136647.346,-123.978,85.810,143.956,97.348,0
1490136647.361,-145.217,75.593,63.930,-245.448,0
1490136647.361,-20.900,190.267,189.993,109.055,0
1490136647.362,-63.745,139.371,184.431,228.760,0
1490136647.362,-163.073,51.005,71.920,-193.747,0
1490136647.376,-72.300,148.652,146.873,-56.966,0
1490136647.376,-33.253,182.582,218.861,290.585,0
1490136647.391,-152.178,45.818,98.739,-78.069,0
1490136647.391,-99.279,113.089,102.017,-207.611,0
1490136647.392,-0.499,187.848,207.361,201.352,0
1490136647.392,-120.816,87.521,146.617,106.778,0
1490136647.406,-142.612,75.853,78.573,-239.578,0
1490136647.406,-17.129,187.831,176.546,96.035,0
1490136647.421,-51.083,141.546,185.759,227.251,0
1490136647.421,-153.815,45.247,62.578,-181.998,0
1490136647.422,-57.877,150.389,132.785,-68.233,0
1490136647.422,-22.271,160.387,210.293,281.334,0
1490136647.436,-166.538,44.804,90.556,-60.139,0
1490136647.437,-98.257,111.084,104.209,-182.195,0
1490136647.437,-4.480,171.751,207.596,236.190,0
1490136647.451,-113.850,91.022,140.487,105.099,0
1490136647.451,-134.648,54.460,65.155,-236.077,0
1490136647.466,-4.033,167.650,179.025,96.334,0
1490136647.466,-61.325,136.359,189.031,233.826,0
1490136647.474,-156.188,31.754,71.026,-189.321,0
1490136647.474,-61.989,143.837,134.655,-68.532,0
1490136647.481,-25.975,176.073,217.821,276.753,0
1490136647.481,-169.539,35.531,93.529,-66.768,0
1490136647.496,-101.542,95.506,102.597,-187.391,0
1490136647.496,-19.502,181.245,211.935,233.039,0
1490136647.497,-109.364,85.578,139.437,108.751,0
1490136647.497,-144.063,67.417,78.285,-234.696,0
1490136647.511,-35.323,176.011,186.685,95.786,0
1490136647.511,-49.984,132.860,194.982,226.266,0
1490136647.526,-148.081,37.433,77.979,-186.238,0
1490136647.526,-58.097,134.822,145.303,-63.840,0
1490136647.527,-23.700,176.187,218.240,277.551,0
1490136647.527,-160.475,40.346,98.788,-75.376,0
1490136647.541,-110.819,108.250,110.136,-193.766,0
1490136647.541,-16.377,192.418,217.301,224.005,0
1490136647.556,-117.130,102.690,150.615,77.330,0
1490136647.556,-142.789,70.015,54.967,-224.574,0
